id,title,training_text,true_label,text,answer,pseudo_label,label
15335,"Re: Once tapped, your code is no good any more. :It occurs to me that if they get a wiretap order on you, and the escrow :houses release your code to the cops, your code is now no longer secure. A very good point! :It's in the hands of cops, and while I am sure most of the time they are :good, their security will not be as good as the escrow houses. Why should we expect the cops to be honest! They're underpaid for the risks they face every day. The media dumps on the all the time and blames them for all sorts of discrimination, brutality.... How can we expect them to be more than human? Besides there are lots of cases of police abuses ranging from protection scams to outright robbery (when I worked in D.C. there was a breakin at a local Radio Shack and the alarm company heard the cops responding to the call over the audio pickup in the store:-). :What this effectively means is that if they perform a wiretap on you, :at the end of the wiretap, they should be obligated to inform you tha","Re: Once tapped, your code is no good any more. :It occurs to me that if they get a wiretap order on you, and the escrow :houses release your code to the cops, your code is now no longer secure. A very good point! :It's in the hands of cops, and while I am sure most of the time they are :good, their security will not be as good as the escrow houses. Why should we expect the cops to be honest! They're underpaid for the risks they face every day. The media dumps on the all the time and blames them for all sorts of discrimination, brutality.... How can we expect them to be more than human? Besides there are lots of cases of police abuses ranging from protection scams to outright robbery (when I worked in D.C. there was a breakin at a local Radio Shack and the alarm company heard the cops responding to the call over the audio pickup in the store:-). :What this effectively means is that if they perform a wiretap on you, :at the end of the wiretap, they should be obligated to inform you tha",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Once tapped, your code is no good any more. :It occurs to me that if they get a wiretap order on you, and the escrow :houses release your code to the cops, your code is now no longer secure. A ver
Label:",0,0,0
55123,"Re: Arlen Specter's address? You are talking about the man who as a federal attorney did so much to frustrate the proper investigation of the JFK assassination by the House sub-committee on assassinations. Fox and hen house??? * * * * * * * * * * * * * * * * * Joe Gaut | In the super-state, it really does not <f_gautjw@ccsvax.sfasu.edu> | matter at all what actually happened. Remember the Alamo | Truth is what the government chooses to Remember Waco | tell you. Justice is what it wants to happen. --Jim Garrison, New Orleans, La.","Re: Arlen Specter's address? You are talking about the man who as a federal attorney did so much to frustrate the proper investigation of the JFK assassination by the House sub-committee on assassinations. Fox and hen house??? * * * * * * * * * * * * * * * * * Joe Gaut | In the super-state, it really does not <f_gautjw@ccsvax.sfasu.edu> | matter at all what actually happened. Remember the Alamo | Truth is what the government chooses to Remember Waco | tell you. Justice is what it wants to happen. --Jim Garrison, New Orleans, La.",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Arlen Specter's address? You are talking about the man who as a federal attorney did so much to frustrate the proper investigation of the JFK assassination by the House sub-committee on assassinat
Label:",0,0,0
55087,"WACO - Willie Authorizes Cook Out (was Re: FBI Director's Statement) NOTE - local tx groups trimmed out of Newsgroups: line < <In article <1r208f$bp2@transfer.stratus.com>, cdt@sw.stratus.com (C. D. <>No, you were right the first time. Law enforcement agencies should keep <>HIS opinions in mind before breaking into or assaulting ANYBODY'S house. < <OK, let me correct my unfortunate choice of words: I just hope that the <law enforcement agencies keep your attitude in mind the next time your <wife is gang-raped by a bunch of juvenile, drug-dealing thugs while she <was jogging in the park. No, strike that... (etc.) < <>The BATF came out with horse trailers, 100 men, ninja uniforms, machine <>guns, and stun grenades, and used them before Koresh could even look <>at the warrant. Koresh fought back, and people died. < <The key part of this sentense is ""Koresh fought back."" This was his big <mistake. When the police decide to exert their authority over you, you <don't fight back unless you w","WACO - Willie Authorizes Cook Out (was Re: FBI Director's Statement) NOTE - local tx groups trimmed out of Newsgroups: line < <In article <1r208f$bp2@transfer.stratus.com>, cdt@sw.stratus.com (C. D. <>No, you were right the first time. Law enforcement agencies should keep <>HIS opinions in mind before breaking into or assaulting ANYBODY'S house. < <OK, let me correct my unfortunate choice of words: I just hope that the <law enforcement agencies keep your attitude in mind the next time your <wife is gang-raped by a bunch of juvenile, drug-dealing thugs while she <was jogging in the park. No, strike that... (etc.) < <>The BATF came out with horse trailers, 100 men, ninja uniforms, machine <>guns, and stun grenades, and used them before Koresh could even look <>at the warrant. Koresh fought back, and people died. < <The key part of this sentense is ""Koresh fought back."" This was his big <mistake. When the police decide to exert their authority over you, you <don't fight back unless you w",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: WACO - Willie Authorizes Cook Out (was Re: FBI Director's Statement) NOTE - local tx groups trimmed out of Newsgroups: line < <In article (C. D. <>No, you were right the first time. Law enforcement ag
Label:",0,0,0
16074,Re: Clipper considered harmful [Restated and amplified],Re: Clipper considered harmful [Restated and amplified],0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Clipper considered harmful [Restated and amplified]
Label:",0,0,0
61470,"SARSAT for tracking payload deployed by tether. We are interested in constructing a reentry vehicle to be deployed from a tether attached to an orbiting platform. This will be a follow on to our succesful deployment of a 20 kilometer tether on the March 29 flight of SEDS (Small Expendable Deployment System), which released an instrumented payload that reentered the earth's atmosphere and burned up over the west coast of Mexico. This time we want to make a payload that can be recovered. We want to build it from ""off the shelf"" technology so as to do this as quickly and inexpensively as possible. We want to be able to track the payload after it has deployed its parachute. An idea we have is to put the same kind of radio beacon on it that is used with SARSATs (Search and Rescue Satellites). It would turn on with the opening of the parachute and aid in tracking. These beacons are known in the marine industry as EPIRBs (Emergency Position Indicating Radio Beacon). They are rugged (they hav","SARSAT for tracking payload deployed by tether. We are interested in constructing a reentry vehicle to be deployed from a tether attached to an orbiting platform. This will be a follow on to our succesful deployment of a 20 kilometer tether on the March 29 flight of SEDS (Small Expendable Deployment System), which released an instrumented payload that reentered the earth's atmosphere and burned up over the west coast of Mexico. This time we want to make a payload that can be recovered. We want to build it from ""off the shelf"" technology so as to do this as quickly and inexpensively as possible. We want to be able to track the payload after it has deployed its parachute. An idea we have is to put the same kind of radio beacon on it that is used with SARSATs (Search and Rescue Satellites). It would turn on with the opening of the parachute and aid in tracking. These beacons are known in the marine industry as EPIRBs (Emergency Position Indicating Radio Beacon). They are rugged (they hav",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: SARSAT for tracking payload deployed by tether. We are interested in constructing a reentry vehicle to be deployed from a tether attached to an orbiting platform. This will be a follow on to our succe
Label:",0,0,0
104562,"Re: Hell-mets. I'd bet the price of the helmet that it's okay...From 6 feet or higher, maybe not. I'd wear the full facer, but then, I'd be *way* more worried about wind blast in the face, and inability to hear police sirens, than the helmet being a little damaged. Well, my next helmet will be, subject to it fitting well, an AGV sukhoi. That's just because I like the looks. My current one is a Shoei task5, and it's getting a little old, and I crashed in it once a couple of years ago (no hard impact to head...My hip took care of that.). If price was a consideration I'd get a Kiwi k21, I hear they are both good and cheap. Be *mildly* mildly paranoid about the helmet, but don't get carried away. There are people on the net (like those 2% you mentioned) that do not consistently live on our planet... Regards, Charles DoD0.001 RZ350 -- Within the span of the last few weeks I have heard elements of separate threads which, in that they have been conjoined in time, struck together to form a ne","Re: Hell-mets. I'd bet the price of the helmet that it's okay...From 6 feet or higher, maybe not. I'd wear the full facer, but then, I'd be *way* more worried about wind blast in the face, and inability to hear police sirens, than the helmet being a little damaged. Well, my next helmet will be, subject to it fitting well, an AGV sukhoi. That's just because I like the looks. My current one is a Shoei task5, and it's getting a little old, and I crashed in it once a couple of years ago (no hard impact to head...My hip took care of that.). If price was a consideration I'd get a Kiwi k21, I hear they are both good and cheap. Be *mildly* mildly paranoid about the helmet, but don't get carried away. There are people on the net (like those 2% you mentioned) that do not consistently live on our planet... Regards, Charles DoD0.001 RZ350 -- Within the span of the last few weeks I have heard elements of separate threads which, in that they have been conjoined in time, struck together to form a ne",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Hell-mets. I'd bet the price of the helmet that it's okay...From 6 feet or higher, maybe not. I'd wear the full facer, but then, I'd be *way* more worried about wind blast in the face, and inabili
Label:",1,1,1
104707,"Re: V-max handling request |Zero to very fast very quickly... lastest rumor is 115 hp at the rear wheel, |handles like a dream in a straight line to 80-100, and then gets a tad upset |according to a review in Cycle World... cornering, er well, you can't have |everything... Sure you can have everything, if by ""everything"" you mean fast straight line performance AND handling - present day liter sport bikes have more horsepower and have faster 0-60 and 1/4 mile times than the V-max... Plus, they corner just a bit better... | Seriously, handling is probably as good as the big standards |of the early 80's but not compareable to whats state of the art these days. Very true. Randy Davis Email: randy@megatek.com ZX-11 #00072 Pilot {uunet!ucsd}!megatek!randy DoD #0013 ""But, this one goes to *eleven*..."" - Nigel Tufnel, _Spinal Tap_","Re: V-max handling request |Zero to very fast very quickly... lastest rumor is 115 hp at the rear wheel, |handles like a dream in a straight line to 80-100, and then gets a tad upset |according to a review in Cycle World... cornering, er well, you can't have |everything... Sure you can have everything, if by ""everything"" you mean fast straight line performance AND handling - present day liter sport bikes have more horsepower and have faster 0-60 and 1/4 mile times than the V-max... Plus, they corner just a bit better... | Seriously, handling is probably as good as the big standards |of the early 80's but not compareable to whats state of the art these days. Very true. Randy Davis Email: randy@megatek.com ZX-11 #00072 Pilot {uunet!ucsd}!megatek!randy DoD #0013 ""But, this one goes to *eleven*..."" - Nigel Tufnel, _Spinal Tap_",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: V-max handling request |Zero to very fast very quickly... lastest rumor is 115 hp at the rear wheel, |handles like a dream in a straight line to 80-100, and then gets a tad upset |according to a r
Label:",1,1,1
15649,"Re: Once tapped, your code is no good any more. Nothing but errors and omissions here! -- Arthur L. Rubin: a_rubin@dsg4.dse.beckman.com (work) Beckman Instruments/Brea 216-5888@mcimail.com 70707.453@compuserve.com arthur@pnet01.cts.com (personal) My opinions are my own, and do not represent those of my employer.","Re: Once tapped, your code is no good any more. Nothing but errors and omissions here! -- Arthur L. Rubin: a_rubin@dsg4.dse.beckman.com (work) Beckman Instruments/Brea 216-5888@mcimail.com 70707.453@compuserve.com arthur@pnet01.cts.com (personal) My opinions are my own, and do not represent those of my employer.",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Once tapped, your code is no good any more. Nothing but errors and omissions here! -- Arthur L. Rubin: (work) Beckman Instruments/Brea (personal) My opinions are my own, and do not represent those
Label:",0,0,0
179105,"Re: Waco Investigation Paranoia +>Can people please stop the 'I think/know the BATF/FBI are completely +>responsible but they'll cover it up so that the investigation will +>show that Koresch is responsible' bs. In an investigation of this +>size with the feds, state, and civilians involved in the +>investigation it would be practially impossible to cover up. The place has burned to the ground. The FBI and company have the whole area cordoned off and have already arrested reporters for being at the site and taking pictures. All your going to get in terms of a story is what the FBI, ATF and the Texas Rangers decide to release. +>And with Republicans like Arlen Spector calling for investigations, +>this isn't going to be handled with kid gloves. When the Philadephia cops dropped their bomb on MOVE and managed to burn down an entire neighborhood many people said the same thing. Dead men and rubble tell no tales that the police dont want them to tell. You can judge the real political mood","Re: Waco Investigation Paranoia +>Can people please stop the 'I think/know the BATF/FBI are completely +>responsible but they'll cover it up so that the investigation will +>show that Koresch is responsible' bs. In an investigation of this +>size with the feds, state, and civilians involved in the +>investigation it would be practially impossible to cover up. The place has burned to the ground. The FBI and company have the whole area cordoned off and have already arrested reporters for being at the site and taking pictures. All your going to get in terms of a story is what the FBI, ATF and the Texas Rangers decide to release. +>And with Republicans like Arlen Spector calling for investigations, +>this isn't going to be handled with kid gloves. When the Philadephia cops dropped their bomb on MOVE and managed to burn down an entire neighborhood many people said the same thing. Dead men and rubble tell no tales that the police dont want them to tell. You can judge the real political mood",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Waco Investigation Paranoia +>Can people please stop the 'I think/know the BATF/FBI are completely +>responsible but they'll cover it up so that the investigation will +>show that Koresch is respo
Label:",0,0,0
15798,"Re: Screw the people, crypto is for hard-core hackers & spooks only Tom Clancy omitted these key steps to try to prevent groups of people from building a nuclear bomb. However, he asserts that you can find these key steps in any university library. The main point of _Five Minutes To Midnight_ is that it is impossible to prevent the proliferation of nuclear weapons, since it has become easy to acquire the knowledge to build one, and fissible materials are nearly impossible to control. Read this article, or better yet, run to your library yourself and dig up some stuff on constructing a nuclear weapon. Doug Holland -- | Doug Holland | Anyone who tries to take away my freedom | | holland@cs.colostate.edu | of speech will have to pry it from my | | PGP key available by E-mail | cold, dead lips!! |","Re: Screw the people, crypto is for hard-core hackers & spooks only Tom Clancy omitted these key steps to try to prevent groups of people from building a nuclear bomb. However, he asserts that you can find these key steps in any university library. The main point of _Five Minutes To Midnight_ is that it is impossible to prevent the proliferation of nuclear weapons, since it has become easy to acquire the knowledge to build one, and fissible materials are nearly impossible to control. Read this article, or better yet, run to your library yourself and dig up some stuff on constructing a nuclear weapon. Doug Holland -- | Doug Holland | Anyone who tries to take away my freedom | | holland@cs.colostate.edu | of speech will have to pry it from my | | PGP key available by E-mail | cold, dead lips!! |",0,"Task: classify a 20 Newsgroups post as rec.autos or not.

Label 1:
cars, trucks, SUVs, auto repair, driving, insurance for cars, buying cars, car ownership, maintenance, recalls, parts, tires, engines, transmissions, dealerships, used car advice, accidents involving cars.

Label 0:
motorcycles, pure for-sale ads, computers, graphics, software, medicine, religion, politics, science, or anything not mainly about cars.

Important:
- motorcycles = 0
- pure sale ads/classifieds = 0
- short replies still count as 1 if clearly about cars
- if unsure, output 0

Return only 1 or 0.

Examples:
Document: 1993 Infiniti G20 I am thinking about getting an Infiniti G20. In consumer reports it is ranked high in many catagories including highest in
Label: 1

Document: Re: Jeep Grand vs. Toyota 4-Runner hand. Land Crusier is just simply nice with shit-load of power and room. Fully stocked, it cost ~$40,000.
Label: 1

Document: Re: locking lugnuts / tire rebalance?? Well, it depends on what kind of locking lugnuts you have. My previous car had locking lugnuts that w
Label: 1

Document: Re: Slick 50, any good? I don't have any written data but I know what I have experienced. I use S-50 in everything including my lawnmowers.
Label: 1

Document: Honda Mailing list? Is there a Honda mailing list, and if so how do I subscribe to it?
Label: 1

Document: Re: Changing oil by yourself ""IDIOTS"" In article (Mark Dean) says: Cool off! Thes
Label: 1

Document: Re: Taurus/Sable rotor recall We get about 20 Taurus/Sables for fleet cars at our site every year, then the company sells them a year later
Label: 1

Document: Re: legal car buying problems On the other hand, remember the old adage that a verbal agreement isn't worth the paper it's printed on. Once
Label: 1

Document: Re: Screw the people, crypto is for hard-core hackers & spooks only Tom Clancy omitted these key steps to try to prevent groups of people from building a nuclear bomb. However, he asserts that you can
Label:",0,0,0
